oyun_adi,oyun_turu,gelistirici,puan,turkce_destegi,fiyat,yas,dil,ingilizce_destegi,dil_sayisi,platform
Tom Clancy's Ghost Recon® Breakpoint,"Açık Dünya, Nişancı, Çok Oyunculu, Eşli, Tek Oyunculu, Askerî, Aksiyon, Gizlilik, TPS, Taktiksel, Gerçekçi, Macera, Çevrimiçi Eşli Oyun, Üçüncü Şahıs, Karakter Kişiselleştirme, FPS, Looter Shooter, Şiddet, Zengin Hikâye, Birinci Şahıs",Ubisoft Paris,75.0,0,47.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Felemenkçe, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, Tayca, GelenekselÇince",1,16.0,Steam
Assassin's Creed® Odyssey,"Açık Dünya, RYO, Tek Oyunculu, Tarihsel, Aksiyon, Suikastçı, Üçüncü Şahıs, Macera, Mitoloji, Gizlilik, Birden Fazla Son, Zengin Hikâye, Kadın Karakter, Parkur, Önemli Seçimler, Keşif, Aksiyon RYO, Aksiyon Macera, Çok Oyunculu, Kendi Maceranı Seç","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",85.0,0,47.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Felemenkçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,15.0,Steam
FOR HONOR™,"Orta Çağ, Kılıçlı Dövüş, Aksiyon, Çok Oyunculu, Dövüş, PvP, Üçüncü Şahıs, Savaş, Vahşet, Eşli, Tek Oyunculu, Çevrimiçi Eşli Oyun, Hack and Slash, Gerçekçi, Strateji, Atmosferik, RYO, Fantezi, Zengin Hikâye, MOBA","Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",65.0,0,23.99,18,"Türkçe, Arapça, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Felemenkçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, Çekçe",1,15.0,Steam
Chained Together,"Eşli, Macera, Platform, Basit Eğlence, Bulmaca Platform, Çok Oyunculu, Çevrimiçi Eşli Oyun, Simülasyon, 3D Platform, Aksiyon Macera, Üçüncü Şahıs, Komik, Keşif, Kıyamet Sonrası, Duygusal, Fizik Tabanlı, Gizem, Gerçeküstü, Kontrolcü, Önemli Seçimler",Anegar Games,85.0,0,2.54,0,"Türkçe, İngilizce",1,1.0,Steam
Wartales,"RYO, Açık Dünya, Sıra Tabanlı Strateji, Parti Tabanlı RYO, Orta Çağ, Sıra Tabanlı Savaş, Eşli, Macera, Taktiksel RYO, Strateji, Çok Oyunculu, Tek Oyunculu, Sandbox, Keşif, Hayatta Kalma, Sıra Tabanlı, Zengin Hikâye, Çevrimiçi Eşli Oyun, Bağımsız, Şiddet",Shiro Games,70.0,0,50.7,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Korece",1,9.0,Steam
Tank Mechanic Simulator,"Tank, Simülasyon, 2. Dünya Savaşı, Gerçekçi, Tek Oyunculu, Birinci Şahıs, İnşa Etme, Rahatlatıcı, Aksiyon, Bağımsız, Yönetim, Yürüme Simülatörü, Üretim, Ekonomi, Basit Eğlence, Keşif, Kaynak Yönetimi, Macera, Atmosferik, Aile Dostu",DeGenerals S.A.,76.0,1,4.13,0,"Türkçe, İngilizce, Lehçe, Fransızca, Almanca, Rusça, İtalyanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Korece, Japonca, Macarca, Portekizce-Portekiz",1,12.0,Steam
Sid Meier’s Civilization VII,"Büyük Strateji, Tarihsel, 4X, Askerî, Strateji, Simülasyon, Diplomasi, Çok Oyunculu, Şehir Kurma, Savaş, Ekonomi, Sıra Tabanlı Taktik, Taktiksel, Sıra Tabanlı Strateji, Tek Oyunculu, Alternatif Tarih, Altıgen Izgara, Siyaset Simülatörü, Stilize, PvP",Firaxis Games,51.0,0,69.99,12,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,12.0,Steam
Avatar: Frontiers of Pandora™,"Açık Dünya, Macera, Aksiyon, Çok Oyunculu, Çevrimiçi Eşli Oyun, Birinci Şahıs, Keşif, Tek Oyunculu, Nişancı, Karakter Kişiselleştirme, Bilim Kurgu, Zengin Hikâye, Atmosferik, 3D, Eşli, Üçüncü Şahıs, Sürükleyici Simülasyon, Güzel, RYO, FPS","Massive Entertainment – A Ubisoft Studio, Ubisoft Montpellier, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Düsseldorf, Ubisoft Reflections",79.0,0,23.99,16,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Assassin's Creed® Origins,"Açık Dünya, Suikastçı, Aksiyon, RYO, Gizlilik, Parkur, Macera, Tarihsel, Tek Oyunculu, Üçüncü Şahıs, Zengin Hikâye, Çok Oyunculu, Aksiyon RYO, Keşif, Atmosferik, Harika Müzik, Çıplaklık, Soygun, Cinsel İçerik, Eşli",Ubisoft Montreal,83.0,0,47.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Felemenkçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,15.0,Steam
Car For Sale Simulator 2023,"Araç Kullanma, Takas, Çok Oyunculu, Sürükleyici Simülasyon, Otomobil Simülasyonu, Simülasyon, FPS, Yaşam Simülatörü, Açık Dünya, 3D, Birinci Şahıs, Gerçekçi, Sohbet, Aile Dostu, Sinematik, Tek Oyunculu, Amerika, Modern, Envanter Yönetimi, Erken Erişim",Red Axe Games,53.0,1,3.18,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Rusça, Arapça, BrezilyaPortekizcesi, Danca, Felemenkçe, Fince, GelenekselÇince, Lehçe, Macarca, Norveççe, Portekizce-Portekiz, Ukraynaca, Yunanca, Çekçe, İsveççe",1,21.0,Steam
Assassin's Creed® Unity,"Açık Dünya, Parkur, Suikastçı, Eşli, Gizlilik, Tarihsel, Aksiyon, Macera, Çok Oyunculu, Üçüncü Şahıs, Çevrimiçi Eşli Oyun, Tek Oyunculu, Atmosferik, Zengin Hikâye, Harika Müzik, RYO, Aksiyon RYO, Taktiksel, Simülasyon, Güzel",Ubisoft,74.0,0,23.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, GelenekselÇince, Felemenkçe",1,14.0,Steam
Tom Clancy's Ghost Recon® Wildlands,"Açık Dünya, Nişancı, Çok Oyunculu, Eşli, Gizlilik, Tek Oyunculu, Taktiksel, Aksiyon, Askerî, TPS, FPS, Çevrimiçi Eşli Oyun, Üçüncü Şahıs, Macera, Hayatta Kalma, Strateji, Birinci Şahıs, Sandbox, Atmosferik, PvP","Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",76.0,0,39.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, GelenekselÇince, Korece, Japonca, Felemenkçe, Lehçe, BrezilyaPortekizcesi, Rusça, Çekçe, LatinAmerikaİspanyolcası",1,16.0,Steam
Megabonk,"Aksiyon Roguelike, Rogue-like, Mermi Cehennemi, Rogue-lite, Bağımsız, Hayatta Kalma, Ganimet, Aksiyon, Arcade, Tek Oyunculu, Piksel Grafikler, 3D, Basit Eğlence, Retro, Hack and Slash, Puan Yarışı, Üçüncü Şahıs, TPS, Eski Usul, Çok Oyunculu",vedinad,90.0,1,5.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, Tayca, GelenekselÇince, Ukraynaca",1,16.0,Steam
The Walking Trade,"Simülasyon, Yönetim, Ekonomi, Kıyamet Sonrası, Sandbox, İnşa Etme, Kapitalizm, Üretim, Sürükleyici Simülasyon, FPS, Hayatta Kalma, Üs İnşa Etme, Fizik Tabanlı, Nişancı, 3D, Kara Mizah, Korku, Stilize, Zombi, Tek Oyunculu",Microwave Games,,1,4.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Lehçe, GelenekselÇince, Portekizce-Portekiz",1,13.0,Steam
Contraband Police,"Açık Dünya, Simülasyon, Tek Oyunculu, Birinci Şahıs, Gerçekçi, Aksiyon, Birden Fazla Son, 1980'ler, Otomobil Simülasyonu, FPS, Zengin Hikâye, Yönetim, Dedektif, Sürükleyici Simülasyon, Hayatta Kalma, Aksiyon Macera, Fizik Tabanlı, Yıkım, Atmosferik, Bağımsız",Crazy Rocks,95.0,1,14.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Lehçe, BrezilyaPortekizcesi, Rusça, Tayca, Japonca, GelenekselÇince, LatinAmerikaİspanyolcası, Felemenkçe, Korece, Portekizce-Portekiz, Ukraynaca",1,17.0,Steam
Atomic Heart,"Macera, Aksiyon, FPS, Açık Dünya, Tek Oyunculu, Cinsel İçerik, Aksiyon Macera, Korku, Bulmaca, Gizem, Nişancı, RYO, Bilim Kurgu, Cyberpunk, Birinci Şahıs, Alternatif Tarih, Robotlar, Keşif, Vahşet, Atmosferik",Mundfish,74.0,0,39.99,18,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Rusça, BasitleştirilmişÇince, Korece, Lehçe, BrezilyaPortekizcesi, İtalyanca, GelenekselÇince, Ukraynaca",1,13.0,Steam
Assassin's Creed Mirage,"Açık Dünya, Aksiyon, Suikastçı, Macera, Parkur, Aksiyon Macera, Tek Oyunculu, RYO, Tarihsel, Üçüncü Şahıs, Aksiyon RYO, Gizlilik, Şiddet, Zengin Hikâye, Atmosferik",Ubisoft Bordeaux,78.0,0,39.99,18,"Türkçe, İngilizce, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, GelenekselÇince, Korece, LatinAmerikaİspanyolcası, Japonca, Lehçe, BrezilyaPortekizcesi, Rusça, Fransızca",1,14.0,Steam
Hell Let Loose,"Nişancı, Gerçekçi, 2. Dünya Savaşı, Çok Oyunculu, FPS, Tek Oyunculu, Savaş, Askerî, Aksiyon, Taktiksel, Birinci Şahıs, Simülasyon, Devasa Çok Oyunculu, Vahşet, Tarihsel, Strateji, PvP, Yetişkinler İçin, Şiddet, Bağımsız",Expression Games,78.0,0,23.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, BasitleştirilmişÇince, Lehçe, BrezilyaPortekizcesi, GelenekselÇince, Korece, Japonca",1,11.0,Steam
"Warhammer 40,000: Darktide","Korku, Takım Tabanlı, Çatışma, Eşli, Warhammer 40K, FPS, PvE, Sınıf Tabanlı, Nişancı, Hack and Slash, Zombi, Karakter Kişiselleştirme, Birinci Şahıs, Karanlık, Aksiyon Macera, Aksiyon, Anlatı, Gerçekçi, Karanlık Fantezi, Atmosferik",Fatshark,69.0,0,47.3,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Japonca, Korece, GelenekselÇince",1,12.0,Steam
The Alters,"Hayatta Kalma, Üs İnşa Etme, Yönetim, Bilim Kurgu, Keşif, Strateji, Aksiyon Macera, Kaynak Yönetimi, Üretim, Tek Oyunculu, Macera, Uzay, Üçüncü Şahıs, Aksiyon, Bilim, Zaman Yönetimi, Zengin Hikâye, Psikolojik, 3D, Fütürist",11 bit studios,90.0,1,17.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, Rusça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Ukraynaca",1,11.0,Steam
Anno 1800,"Şehir Kurma, Strateji, Simülasyon, Ekonomi, Çok Oyunculu, Kaynak Yönetimi, Sandbox, GZS, Eşli, Tek Oyunculu, Yönetim, Keşif, Tarihsel, İnşa Etme, Politik, Politika, Kendi Maceranı Seç, Zengin Hikâye, Önemli Seçimler, Birden Fazla Son",Ubisoft Mainz,78.0,0,47.99,12,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,11.0,Steam
Holdfast: Nations At War,"Nişancı, Çok Oyunculu, FPS, Savaş, Tarihsel, Askerî, Aksiyon, Savaş Oyunu, 1. Dünya Savaşı, Taktiksel, Simülasyon, Çatışma, TPS, PvP, Denizcilik, Meme'ler, Strateji, Birinci Şahıs, Üçüncü Şahıs, Takım Tabanlı",Anvil Game Studios,90.0,1,31.94,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, İtalyanca, Çekçe, Felemenkçe, Lehçe, Danca, Yunanca, Norveççe, Rumence, İsveççe",1,19.0,Steam
Little Nightmares,"Korku, Atmosferik, Macera, Tek Oyunculu, Bulmaca Platform, Karanlık, Bulmaca, Bağımsız, Zengin Hikâye, Gizlilik, Psikolojik Korku, Platform, Harika Müzik, 2.5D, Üçüncü Şahıs, Hayatta Kalma - Korku, Kadın Karakter, Kısa, Aksiyon, Çok Oyunculu",Tarsier Studios,96.0,0,21.91,16,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Korece, BrezilyaPortekizcesi, Rusça, GelenekselÇince, Japonca, Lehçe, LatinAmerikaİspanyolcası, İsveççe",1,13.0,Steam
Icarus: Dangerous Horizons Expansion,"Hayatta Kalma, Açık Dünya Hayatta Kalma İnşa, Çok Oyunculu, Üs İnşa Etme, Çevrimiçi Eşli Oyun, Üretim, Açık Dünya, Keşif, İnşa Etme, Eşli, PvE, Birinci Şahıs, Uzay, Gerçekçi, Madencilik, Macera, Üçüncü Şahıs, Sandbox, Doğa, Bilim",RocketWerkz,,0,12.74,0,"Türkçe, İngilizce, Fransızca, Almanca, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, GelenekselÇince",1,10.0,Steam
Workers & Resources: Soviet Republic,"Strateji, Şehir Kurma, Simülasyon, Üs İnşa Etme, Büyük Strateji, Yönetim, İnşa Etme, Tarihsel, Sandbox, Koloni Simülatörü, Ekonomi, Kaynak Yönetimi, Hayatta Kalma, Açık Dünya, Tek Oyunculu, Modlanabilir, Diplomasi, 4X, Tekrar Oynanabilir, Alternatif Tarih",3Division,87.0,1,19.4,0,"Türkçe, İngilizce, Fransızca, Almanca, Lehçe, Rusça, BasitleştirilmişÇince, Kastilyaİspanyolcası, İtalyanca, Japonca, BrezilyaPortekizcesi, Macarca, Korece, Ukraynaca, Bulgarca, GelenekselÇince, Slovakça, Çekçe",1,17.0,Steam
Escape Simulator 2,"Mantık, Eşli, Bölüm Düzenleyici, Bulmaca, Kaçış Odası, Atmosferik, Macera, Basit Eğlence, Bağımsız, Birinci Şahıs, Gizli Nesne, Keşif, Karakter Kişiselleştirme, Gizem, Çevrimiçi Eşli Oyun, Simülasyon, Dedektif, Point & Click, Tek Oyunculu, Soruşturma",Pine Studio,93.0,1,8.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Portekizce-Portekiz, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, GelenekselÇince, Lehçe, Rusça, İtalyanca, BrezilyaPortekizcesi",1,14.0,Steam
Goat Simulator 3,"Fizik Tabanlı, Sandbox, Keşif, Açık Dünya, Simülasyon, Karakter Kişiselleştirme, 3D, Aksiyon Macera, Basit Eğlence, Komedi, Çok Oyunculu, Çizgi Filmvari, Eşli, Macera, Renkli, Aile Dostu, Yerel Eşli Oyun, Çevrimiçi Eşli Oyun, Komik, Tek Oyunculu",Coffee Stain North,97.0,0,19.45,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,12.0,Steam
Far Cry 3,"Açık Dünya, FPS, Aksiyon, Macera, Çok Oyunculu, Nişancı, Gizlilik, Eşli, Birinci Şahıs, Avlanma, Tek Oyunculu, Zengin Hikâye, Hayatta Kalma, Sandbox, Çevrimiçi Eşli Oyun, Çıplaklık, Atmosferik, Üretim, Renkli, RYO","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",76.0,0,15.99,18,"Türkçe, İngilizce, Almanca, Fransızca, İtalyanca, Kastilyaİspanyolcası, Portekizce-Portekiz, Lehçe, Danca, Felemenkçe, Norveççe, İsveççe, Çekçe, Rusça, Japonca, Korece, BasitleştirilmişÇince, GelenekselÇince",1,17.0,Steam
Tom Clancy’s The Division™,"Açık Dünya, Looter Shooter, Çok Oyunculu, TPS, Aksiyon, Eşli, Nişancı, RYO, Çevrimiçi Eşli Oyun, Kıyamet Sonrası, Hayatta Kalma, Devasa Çok Oyunculu, Taktiksel, Üçüncü Şahıs, Tek Oyunculu, Devasa Çok Oyunculu RYO, Macera, Atmosferik, FPS, Gizlilik",Massive Entertainment,68.0,0,23.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Felemenkçe, Fince, Macarca, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, İsveççe, GelenekselÇince, Danca, BasitleştirilmişÇince, Rusça",1,19.0,Steam
Far Cry® 4,"Açık Dünya, Aksiyon, FPS, Eşli, Çok Oyunculu, Macera, Nişancı, Birinci Şahıs, Tek Oyunculu, Gizlilik, Avlanma, Atmosferik, Hayatta Kalma, Çevrimiçi Eşli Oyun, Zengin Hikâye, Keşif, Üretim, Sandbox, RYO, Aksiyon RYO","Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",85.0,0,23.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Danca, Felemenkçe, Fince, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, İsveççe, Norveççe, BasitleştirilmişÇince, GelenekselÇince",1,18.0,Steam
Overcooked! 2,"Çok Oyunculu, Çevrimiçi Eşli Oyun, Yerel Eşli Oyun, Eşli, Basit Eğlence, Aşçılık, Komik, 4 Yerel Oyunculu, Bağımsız, Yerel Çok Oyunculu, Aile Dostu, Aksiyon, Kontrolcü, Sevimli, Komedi, Tek Oyunculu, Zor, Simülasyon, Strateji, Renkli","Ghost Town Games Ltd., Team17",91.0,0,12.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, BasitleştirilmişÇince, Korece, Lehçe, BrezilyaPortekizcesi, GelenekselÇince, Rusça",1,12.0,Steam
REMATCH,"Spor, Futbol, Çok Oyunculu, PvP, E-spor, Çevrimiçi Eşli Oyun, Arcade, Simülasyon, Takım Tabanlı, Sürükleyici, TPS, Üçüncü Şahıs, Gerçek Zamanlı Taktik, Karakter Kişiselleştirme, Aksiyon GZS, 3D, Renkli, Stilize, Aksiyon, Fütürist",Sloclap,66.0,1,14.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, Arapça, Lehçe",1,13.0,Steam
"No, I'm not a Human","Korku, Psikolojik Korku, Önemli Seçimler, Tek Oyunculu, Bağımsız, Zengin Hikâye, Atmosferik, Birden Fazla Son, Karanlık, Birinci Şahıs, Psikolojik, Vahşet, Gizem, Gerilim, Hikâye Tarzında, Retro, Simülasyon, Psikedelik, Basit Eğlence, Salgın Simülatörü",Trioskaz,94.0,0,6.79,0,"Türkçe, İngilizce, Rusça, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Portekizce-Portekiz, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, GelenekselÇince",1,12.0,Steam
Gang Beasts,"Komik, Fizik Tabanlı, Çok Oyunculu, Renkli, Parti Oyunu, Yerel Çok Oyunculu, Parti, Dövüş, Komedi, 3D Dövüş, Basit Eğlence, Oyun Müziği, 4 Yerel Oyunculu, Eşli, Aile Dostu, Beat 'em up, Meme'ler, Üçüncü Şahıs, Tek Oyunculu, Bağımsız","Boneloaf, Rocket Science",89.0,0,1.74,7,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Japonca, Korece, BasitleştirilmişÇince, GelenekselÇince",1,10.0,Steam
Hitman: Absolution™,"Gizlilik, Aksiyon, Suikastçı, Üçüncü Şahıs, Tek Oyunculu, TPS, Taktiksel, Nişancı, Tekrar Oynanabilir, Çok Oyunculu, Zengin Hikâye, Suç, Sinematik, Zor, Atmosferik, Macera, Strateji, Puan Yarışı, Lineer, Kontrolcü",Io-Interactive A/S,94.0,1,10.49,18,"Türkçe, İngilizce, Fransızca, Almanca, İtalyanca, Kastilyaİspanyolcası, Lehçe, Rusça",1,7.0,Steam
Star Wars Outlaws,"Tek Oyunculu, Açık Dünya, Aksiyon, Macera, Üçüncü Şahıs, Aksiyon Macera, Bilim Kurgu, Kadın Karakter, Nişancı, TPS, Uzay, Zengin Hikâye, Keşif, RYO, Atmosferik, Parkur, Önemli Seçimler, Oyun Müziği, Soygun, LGBTİ+",Massive Entertainment – A Ubisoft Studio,66.0,0,55.99,12,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,12.0,Steam
Geometry Dash,"Zor, Müzik, Bölüm Düzenleyici, Harika Müzik, 2D, Platform (Zorlu), Ritim, Tek Oyunculu, Platform, Renkli, Karakter Kişiselleştirme, Bağımsız, Side Scroller, Arcade, Psikolojik Korku, Aile Dostu, Aksiyon, Komik, Basit Eğlence, Strateji",RobTop Games,92.0,0,2.99,0,"Türkçe, İngilizce",1,1.0,Steam
Banquet for Fools,"Macera, RYO, Aksiyon, Parti Tabanlı RYO, CRPG, Aksiyon Macera, İzometrik, 3D, Fantezi, Atmosferik, Orta Çağ, Karakter Kişiselleştirme, Vahşet, Çatışma, Açık Dünya, Zengin Hikâye, Tek Oyunculu",Hannah and Joseph Games,87.0,0,3.99,0,"Türkçe, İngilizce",1,1.0,Steam
Parking Garage Simulator,"Basit Eğlence, Simülasyon, Aksiyon Macera, Otomobil Simülasyonu, Keşif, Bağımsız, Erken Erişim, Sürükleyici Simülasyon, 3D, Birinci Şahıs, Gerçekçi, Yönetim, Otomasyon, Takas, Tek Oyunculu, Dükkân Sahibi",Root Games,,1,4.49,0,"Türkçe, İngilizce, Almanca, Fransızca, İtalyanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Japonca, Lehçe, Rusça, Ukraynaca",1,10.0,Steam
Content Warning,"Korku, Çevrimiçi Eşli Oyun, Prosedürel Oluşturma, Keşif, Aksiyon Roguelike, Komedi, Fizik Tabanlı, Çok Oyunculu, Eşli, Komik, Birinci Şahıs, Psikolojik Korku, Hayatta Kalma - Korku, Atmosferik, Kıyamet Sonrası, Macera, 3D, Zaman Yönetimi, Soruşturma, Gizem","Wilnyl, Philip, thePetHen, Skog, Zorro",91.0,0,2.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, Ukraynaca",1,12.0,Steam
Watch_Dogs® 2,"Açık Dünya, Hack'leme, İllüminati, Çok Oyunculu, Parkur, Aksiyon, Gizlilik, Üçüncü Şahıs, Nişancı, Suç, Tek Oyunculu, TPS, Macera, Eşli, Yetişkinler İçin, Atmosferik, Zengin Hikâye, Sandbox, Komik, FPS",Ubisoft,81.0,0,39.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Felemenkçe, Macarca, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, LatinAmerikaİspanyolcası",1,17.0,Steam
Planet of Lana II,"Macera, Bulmaca Platform, Basit Eğlence, Sevimli, İç Isıtıcı, Duygusal, Sinematik, Zengin Hikâye, Anime, Platform, Atmosferik, Bilim Kurgu, Tek Oyunculu, 2D Platform, Gizem, Kadın Karakter, Elle Çizilmiş, Rahatlatıcı, 2D, Bulmaca",Wishfully,,1,5.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Ukraynaca, Danca, Felemenkçe, Yunanca, Macarca, Norveççe, Portekizce-Portekiz, Rumence, İsveççe, Çekçe, LatinAmerikaİspanyolcası, Tayca, GelenekselÇince",1,24.0,Steam
Feign,"Çok Oyunculu, Sosyal Çıkarım, Çevrimiçi Eşli Oyun, RYO, Hayatta Kalma, Parti Oyunu, Gizem, Parti Tabanlı RYO, Basit Eğlence, Strateji, Soruşturma, PvP, Sevimli, Eşli, Çizgi Filmvari, Renkli, Dram, Komik, Mini Oyun, Psikolojik",Teneke Kafalar,84.0,1,1.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, Rusça, BasitleştirilmişÇince, Japonca, Korece, Çekçe, Endonezce, BrezilyaPortekizcesi, GelenekselÇince",1,13.0,Steam
We Were Here Forever,"Bulmaca, Çevrimiçi Eşli Oyun, Kaçış Odası, Eşli, Çok Oyunculu, Eşli Ana Görev, 3D, Fantezi, Gizem, Keşif, Macera, Psikolojik Korku, Dedektif, Zengin Hikâye, Atmosferik, Karanlık, Aksiyon Macera, Basit Eğlence, Birinci Şahıs, Korku",Total Mayhem Games,88.0,1,9.29,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Danca, Felemenkçe, Fince, Japonca, Korece, Norveççe, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, İsveççe, Tayca, GelenekselÇince, LatinAmerikaİspanyolcası",1,22.0,Steam
